         380999 function calls (377998 primitive calls) in 2.968 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/_request_methods.py:51(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:245(_init)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1087(_check_connected)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/response.py:499(_flush_decoder)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/response.py:641(release_conn)
        1    0.000    0.000    0.278    0.278 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/connectionpool.py:337(_validate_conn)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/ssl_.py:203(resolve_ssl_version)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:425(_close_conn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:208(_pop_message)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:483(items)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/url.py:121(request_uri)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:331(set_payload)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/poolmanager.py:229(_new_pool)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/bs4/builder/__init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/poolmanager.py:330(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/request.py:136(set_file_position)
        1    0.000    0.000    0.094    0.094 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/ssl_.py:488(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:570(hostname_checks_common_name)
        1    0.000    0.000    2.410    2.410 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/_request_methods.py:147(request_encode_url)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/connection.py:335(putrequest)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:556(options)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/ssl.py:430(__new__)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/response.py:1092(closed)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/bs4/__init__.py:484(reset)
        1    0.000    0.000    0.094    0.094 /usr/lib/python3.12/ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:560(options)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/ssl_.py:464(is_ipaddress)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/retry.py:270(from_int)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/poolmanager.py:374(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2154(cast)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/timeout.py:202(start_connect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1267(_validate_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1276(_validate_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1284(_validate_host)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1320(endheaders)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:392(inner)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:69(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:52(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/http/client.py:231(_parse_header_lines)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:770(close)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/_collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:542(minimum_version)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/email/parser.py:41(parse)
        1    0.000    0.000    0.094    0.094 /usr/lib/python3.12/ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:516(family)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:522(type)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/email/parser.py:56(parsestr)
        1    0.000    0.000    0.095    0.095 /usr/lib/python3.12/http/client.py:245(parse_headers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:506(detach)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:947(_wrap_ipv6)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1263(_encode_request)
        1    0.000    0.000    0.000    0.000 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/helenwav/lib/python3.12/site-packages/urllib3/util/timeout.py:172(from_float)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/parser.py:17(__init__)
        1    0.000    0.000    0.094    0.094 /usr/lib/python3.12/http/client.py:213(_read_headers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:681(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:449(_uniq)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:490(_decref_socketios)
        1    0.000    0.000    1.301    1.301 /usr/lib/python3.12/http/client.py:633(_safe_read)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:669(update)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:595(__init__)
        1    0.000    0.000    0.048    0.048 /usr/lib/python3.12/socket.py:946(getaddrinfo)
        1    0.000    0.000    2.416    2.416 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/financial_enhanced.py:11(get_html)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1776(getEffectiveLevel)
        1    0.001    0.001    2.968    2.968 /home/elisei/programs_21/DS_ML/DS_Bootcamp.Day03-1/src/ex04/financial_enhanced.py:63(main)


